inflectional	adjective
ingloriously	adverb
ingratiatory	adjective
inharmonious	adjective
inhospitably	adverb
iniquitously	adverb
innovational	adjective
insalubrious	adjective
insecticidal	adjective
integumental	adjective
intelligibly	adverb
interminably	adverb
intersectant	adjective
intolerantly	adverb
intransitive	adjective
introversive	adjective
introvertish	adjective
introvertive	adjective
irredeemable	adjective
irregardless	adverb
irrelevantly	adverb
irresolutely	adverb
irreverently	adverb
irritatingly	adverb
misanthropic	adjective
discomycetous	adjective
discreditable	adjective
discreditably	adverb
discriminable	adjective
disgracefully	adverb
disharmonious	adjective
dishonourably	adverb
disintegrable	adjective
